State,Effective Date,Valid Through Date,Bans_Prohibit,Limited_Law,Limited_Court,Limited_AG,Prohibit_Req,Bans_gest_Any point in pregnancy,Bans_gest_Fetal heartbeat detected,Bans_gest_4 weeks postfertilization (6 weeks LMP) ,Bans_gest_6 weeks postfertilization (8 weeks LMP) ,Bans_gest_8 weeks postfertilization (10 weeks LMP),Bans_gest_10 weeks postfertilization (12 weeks LMP) ,Bans_gest_12 weeks postfertilization (14 weeks LMP),Bans_gest_13 weeks postfertilization (15 weeks LMP),Bans_gest_16 weeks postfertilization (18 weeks LMP) ,Bans_gest_18 weeks postfertilization (20 weeks LMP),Bans_gest_19 weeks postfertilization (21 weeks LMP),Bans_gest20 weeks postfertilization (22 weeks LMP),Bans_gest_21 weeks postfertilization (23 weeks LMP) ,Bans_gest_22 weeks postfertilization (24 weeks LMP),Bans_gest_24 weeks postfertilization (26 weeks LMP),Bans_gestViability,Bans_gest_Fetus is capable of feeling pain,Bans_gest_3rd trimester,Prohibit_ExcLife endangerment,Prohibit_ExcSerious health risk,Prohibit_Exc_Fetal anomaly,Prohibit_Exc_Rape,Prohibit_Exc_Incest,Prohibit_Exc_Health,Exc_Req_Must be performed in a hospital,Exc_ReqMust use a method most likely to result in fetal survival,Exc_Req_Second physician must participate,Exc_Req_Second physician must certify the exception,Exc_Req_Two other physicians must certify the exception,Exc_Req_Second physician must attend the abortion,Exc_Req_No requirements,Reason_Prohibit,Reason_What_Race,Reason_What_Sex,Reason_What_Down syndrome,Reason_What_Fetal anomaly,Reason_What_Fetal disability,Reason_What_Scientific research,Methods_Prohibit,Methods_ProcedPartial-birth abortions,Methods_ProcedDismemberment abortions,Methods_Proced_Saline method abortions,Methods_ExcLife endangerment,Methods_ExcSerious health risk,Methods_Exc_Fetal anomaly,Methods_Exc_No exceptions,TriggerBan,Bans_PreRoe
Arkansas,7/20/21,7/27/21,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1
Arkansas,7/28/21,6/23/22,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1
Arkansas,6/24/22,6/29/22,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1
Arkansas,6/30/22,7/11/22,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1
Arkansas,7/12/22,7/12/22,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1
Arkansas,7/13/22,7/25/22,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1
Arkansas,7/26/22,9/18/22,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1
Arkansas,9/19/22,11/1/22,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1
California,12/1/18,11/1/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Colorado,12/1/18,11/1/22,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Connecticut,12/1/18,6/30/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Connecticut,7/1/22,11/1/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Delaware,12/1/18,9/16/21,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,1
Delaware,9/17/21,10/19/21,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Delaware,10/20/21,4/27/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Delaware,4/28/22,6/28/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Delaware,6/29/22,11/1/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
District of Columbia,12/1/18,11/1/22,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Florida,12/1/18,6/30/20,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Florida,7/1/20,6/30/22,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Florida,7/1/22,7/4/22,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Florida,7/5/22,7/5/22,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Florida,7/6/22,11/1/22,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Georgia,12/1/18,9/30/19,1,1,1,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Georgia,10/1/19,12/31/19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Georgia,1/1/20,7/12/20,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Georgia,7/13/20,7/19/22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Georgia,7/20/22,11/1/22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Hawaii,12/1/18,11/1/22,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Idaho,12/1/18,6/30/19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Idaho,7/1/19,6/30/20,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Idaho,7/1/20,6/30/21,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,1,0
Idaho,7/1/21,4/7/22,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,1,0
Idaho,4/8/22,4/21/22,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,1,0
Idaho,4/22/22,6/30/22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,1,0
Idaho,7/1/22,8/11/22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,1,0
Idaho,8/12/22,8/18/22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,1,0
Idaho,8/19/22,8/23/22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,1,0
Idaho,8/24/22,8/24/22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,1,0
Idaho,8/25/22,11/1/22,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,1,0
Illinois,12/1/18,6/11/19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Illinois,6/12/19,11/1/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Indiana,12/1/18,6/27/19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
Indiana,6/28/19,6/30/19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
Indiana,7/1/19,6/30/21,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0
Indiana,7/1/21,7/6/22,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0
Indiana,7/7/22,7/17/22,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0
Indiana,7/18/22,9/14/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0
Indiana,9/15/22,9/21/22,1,0,.,.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0
Indiana,9/22/22,11/1/22,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0
Iowa,12/1/18,1/21/19,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Iowa,1/22/19,6/30/20,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Iowa,7/1/20,6/16/22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Iowa,6/17/22,11/1/22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Kansas,12/1/18,4/25/19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0
Kansas,4/26/19,4/6/21,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0
Kansas,4/7/21,11/1/22,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0
Kentucky,12/1/18,3/14/19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,.,.,.,.,.,.,1,1,1,1,1,1,0,0,0,0
Kentucky,3/15/19,3/18/19,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,.,.,.,.,.,.,1,1,1,1,1,1,0,0,0,0
Kentucky,3/19/19,3/19/19,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0
Kentucky,3/20/19,5/9/19,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0
Kentucky,5/10/19,6/26/19,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0
Kentucky,6/27/19,6/1/20,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
Kentucky,6/2/20,4/13/22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
Kentucky,4/14/22,5/18/22,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
Kentucky,5/19/22,6/23/22,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
Kentucky,6/24/22,6/28/22,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
Kentucky,6/29/22,6/29/22,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
Kentucky,6/30/22,7/13/22,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
Kentucky,7/14/22,7/21/22,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
Kentucky,7/22/22,7/31/22,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
Kentucky,8/1/22,8/16/22,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
Kentucky,8/17/22,11/1/22,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
Louisiana,12/1/18,7/31/19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0
Louisiana,8/1/19,6/23/22,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0
Louisiana,6/24/22,6/26/22,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0
Louisiana,6/27/22,7/31/22,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0
Louisiana,8/1/22,11/1/22,1,0,.,.,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0
Maine,12/1/18,9/18/19,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,.
Maine,9/19/19,9/30/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Maine,10/1/22,11/1/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Maryland,12/1/18,6/30/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Maryland,7/1/22,11/1/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Massachusetts,12/1/18,12/28/20,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Massachusetts,12/29/20,7/28/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Massachusetts,7/29/22,11/1/22,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Michigan,12/1/18,6/23/22,1,1,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,1
Michigan,6/24/22,9/6/22,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,1
Michigan,9/7/22,11/1/22,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,1
Minnesota,12/1/18,11/1/22,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,0,0
Mississippi,12/1/18,5/23/19,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Mississippi,5/24/19,6/30/19,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Mississippi,7/1/19,12/12/19,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Mississippi,12/13/19,2/19/20,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Mississippi,2/20/20,6/30/20,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Mississippi,7/1/20,5/16/21,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1
Mississippi,5/17/21,6/23/22,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1
Mississippi,6/24/22,6/26/22,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Mississippi,6/27/22,11/1/22,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,1,1,1,0,1,1,0,0,1,1
Missouri,12/1/18,8/26/19,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Missouri,8/27/19,8/27/19,1,0,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,.,.,.,.,.,.,1,1,0,0,1,0,0,0,0,0
Missouri,8/28/19,9/26/19,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Missouri,9/27/19,6/8/21,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Missouri,6/9/21,7/12/21,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Missouri,7/13/21,6/23/22,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
